"id","username","prob_time","correct","params","category","code","quiz_time"
"78","pmb1","2024-06-15 17:06:05.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"79","pmb1","2024-06-15 17:06:59.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"80","pmb1","2024-06-15 17:07:44.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"81","pmb1","2024-06-16 06:50:16.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"82","pmb1","2024-06-16 09:32:42.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"83","pmb1","2024-06-16 09:33:01.000000","N",,"N","undefined","2024-06-16 09:32:49.000000"
"84","pmb1","2024-06-16 09:37:25.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"85","pmb1","2024-06-16 09:37:39.000000","N",,"N","undefined","2024-06-16 09:37:31.000000"
"86","pmb1","2024-06-16 10:00:43.000000","N",,"N","undefined","2024-06-16 10:00:30.000000"
"87","pmb1","2024-06-16 10:00:54.000000","N",,"N","undefined","2024-06-16 10:00:30.000000"
"88","pmb1","2024-06-16 10:01:02.000000","N",,"N","undefined","2024-06-16 10:00:30.000000"
"89","pmb1","2024-06-16 10:01:10.000000","N",,"N","undefined","2024-06-16 10:00:30.000000"
"90","pmb1","2024-06-16 12:19:43.000000","Y",,"N","nn_mult","2024-06-16 12:19:14.000000"
"91","pmb1","2024-06-16 12:20:04.000000","Y",,"N","nn_div","2024-06-16 12:19:14.000000"
"92","pmb1","2024-06-16 12:20:12.000000","N",,"N","nn_add","2024-06-16 12:19:14.000000"
"93","pmb1","2024-06-16 12:20:19.000000","N",,"N","nn_sub","2024-06-16 12:19:14.000000"
"94","pmb1","2024-06-16 14:48:16.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"95","pmb1","2024-06-16 15:00:45.000000","N",,"N","nn_add","0000-00-00 00:00:00.000000"
"96","pmb1","2024-06-16 15:03:47.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"97","pmb1","2024-06-16 15:08:09.000000","N",,"N","nn_add","0000-00-00 00:00:00.000000"
"98","pmb1","2024-06-16 16:26:25.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"99","pmb1","2024-06-16 16:26:48.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"100","pmb1","2024-06-16 16:27:21.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"101","pmb1","2024-06-16 16:39:52.000000","N",,"N","nn_mult","2024-06-16 16:39:39.000000"
"102","pmb1","2024-06-16 16:45:44.000000","N",,"N","nn_mult","2024-06-16 16:45:34.000000"
"103","pmb1","2024-06-16 16:45:52.000000","N",,"N","nn_div","2024-06-16 16:45:34.000000"
"104","pmb1","2024-06-16 16:46:00.000000","N",,"N","nn_add","2024-06-16 16:45:34.000000"
"105","pmb1","2024-06-16 16:46:09.000000","N",,"N","nn_sub","2024-06-16 16:45:34.000000"
"106","pmb1","2024-06-16 16:56:23.000000","N",,"N","nn_mult","2024-06-16 16:56:14.000000"
"107","pmb1","2024-06-16 16:56:31.000000","N",,"N","nn_div","2024-06-16 16:56:14.000000"
"108","pmb1","2024-06-16 16:56:39.000000","N",,"N","nn_add","2024-06-16 16:56:14.000000"
"109","pmb1","2024-06-16 16:56:47.000000","N",,"N","nn_sub","2024-06-16 16:56:14.000000"
"110","pmb1","2024-06-16 16:59:16.000000","N",,"N","nn_mult","2024-06-16 16:59:06.000000"
"111","pmb1","2024-06-16 16:59:23.000000","N",,"N","nn_div","2024-06-16 16:59:06.000000"
"112","pmb1","2024-06-16 16:59:29.000000","N",,"N","nn_add","2024-06-16 16:59:06.000000"
"113","pmb1","2024-06-16 16:59:36.000000","N",,"N","nn_sub","2024-06-16 16:59:06.000000"
"114","pmb1","2024-06-16 17:04:43.000000","N",,"N","nn_mult","2024-06-16 17:04:34.000000"
"115","pmb1","2024-06-16 17:04:51.000000","N",,"N","nn_div","2024-06-16 17:04:34.000000"
"116","pmb1","2024-06-16 17:04:58.000000","N",,"N","nn_add","2024-06-16 17:04:34.000000"
"117","pmb1","2024-06-16 17:05:07.000000","N",,"N","nn_sub","2024-06-16 17:04:34.000000"
"118","pmb1","2024-06-17 08:11:29.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"119","pmb1","2024-06-17 08:11:47.000000","N",,"N","nn_mult","2024-06-17 08:11:35.000000"
"120","pmb1","2024-06-17 08:11:55.000000","N",,"N","nn_div","2024-06-17 08:11:35.000000"
"121","pmb1","2024-06-17 08:12:02.000000","N",,"N","nn_add","2024-06-17 08:11:35.000000"
"122","pmb1","2024-06-17 08:12:09.000000","N",,"N","nn_sub","2024-06-17 08:11:35.000000"
"123","pmb1","2024-06-17 09:26:25.000000","Y",,"N","nn_mult","2024-06-17 09:25:51.000000"
"124","pmb1","2024-06-17 09:26:37.000000","N",,"N","nn_div","2024-06-17 09:25:51.000000"
"125","pmb1","2024-06-17 09:26:44.000000","N",,"N","nn_add","2024-06-17 09:25:51.000000"
"126","pmb1","2024-06-17 09:26:53.000000","N",,"N","nn_sub","2024-06-17 09:25:51.000000"
"127","pmb1","2024-06-17 11:59:45.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"128","pmb1","2024-06-17 12:08:39.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"129","pmb1","2024-06-17 12:08:49.000000","N",,"N","nn_div","0000-00-00 00:00:00.000000"
"130","pmb1","2024-06-17 12:11:36.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"131","pmb1","2024-06-17 12:11:43.000000","N",,"N","nn_div","0000-00-00 00:00:00.000000"
"132","pmb1","2024-06-17 12:18:54.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"133","pmb1","2024-06-17 12:19:14.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"134","pmb1","2024-06-17 12:24:02.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"135","pmb1","2024-06-17 12:24:10.000000","N",,"N","nn_div","0000-00-00 00:00:00.000000"
"136","pmb1","2024-06-17 12:24:28.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"137","pmb1","2024-06-17 12:29:45.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"138","pmb1","2024-06-17 12:30:07.000000","N",,"N","nn_mult","2024-06-17 12:29:52.000000"
"139","pmb1","2024-06-17 12:30:15.000000","N",,"N","nn_div","2024-06-17 12:29:52.000000"
"140","pmb1","2024-06-17 12:30:23.000000","N",,"N","nn_add","2024-06-17 12:29:52.000000"
"141","pmb1","2024-06-17 12:30:30.000000","N",,"N","nn_sub","2024-06-17 12:29:52.000000"
"142","pmb1","2024-06-17 12:33:52.000000","Y",,"N","nn_div","0000-00-00 00:00:00.000000"
"143","pmb1","2024-06-17 12:34:38.000000","Y",,"N","nn_mult","2024-06-17 12:34:00.000000"
"144","pmb1","2024-06-17 12:35:16.000000","Y",,"N","nn_div","2024-06-17 12:34:00.000000"
"145","pmb1","2024-06-17 12:35:28.000000","N",,"N","nn_add","2024-06-17 12:34:00.000000"
"146","pmb1","2024-06-17 12:35:35.000000","N",,"N","nn_sub","2024-06-17 12:34:00.000000"
"147","pmb1","2024-06-17 15:58:48.000000","Y",,"N","nn_mult","0000-00-00 00:00:00.000000"
"148","pmb1","2024-06-17 16:06:54.000000","N",,"N","nn_mult","2024-06-17 16:06:45.000000"
"149","pmb1","2024-06-17 16:12:59.000000","N",,"N","nn_mult","2024-06-17 16:12:52.000000"
"150","pmb1","2024-06-17 17:12:56.000000","Y",,"md","md_2x2","0000-00-00 00:00:00.000000"
"151","pmb1","2024-06-17 17:16:25.000000","Y",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"152","pmb1","2024-06-17 17:16:36.000000","Y",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"153","pmb1","2024-06-17 17:18:03.000000","N",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"154","pmb1","2024-06-17 17:18:12.000000","Y",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"155","pmb1","2024-06-18 06:31:51.000000","N",,"MD","md_5by0s","0000-00-00 00:00:00.000000"
"156","pmb1","2024-06-18 06:32:40.000000","N",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"157","pmb1","2024-06-18 06:33:20.000000","Y",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"158","pmb1","2024-06-18 06:33:57.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"159","pmb1","2024-06-18 06:52:51.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"160","pmb1","2024-06-18 08:08:44.000000","N",,"MD","md_2x2","2024-06-18 08:08:19.000000"
"161","pmb1","2024-06-18 08:08:57.000000","N",,"MD","md_1x5","2024-06-18 08:08:19.000000"
"162","pmb1","2024-06-18 08:09:16.000000","Y",,"MD","md_0sx0s","2024-06-18 08:08:19.000000"
"163","pmb1","2024-06-18 08:09:31.000000","N",,"MD","md_5by1","2024-06-18 08:08:19.000000"
"164","pmb1","2024-06-18 08:09:43.000000","N",,"MD","md_5by0s","2024-06-18 08:08:19.000000"
"165","pmb1","2024-06-18 11:28:21.000000","Y",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"166","pmb1","2024-06-18 11:36:37.000000","Y",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"167","pmb1","2024-06-18 11:43:25.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"168","pmb1","2024-06-18 11:49:14.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"169","pmb1","2024-06-18 11:49:34.000000","N",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"170","pmb1","2024-06-18 11:56:34.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"171","pmb1","2024-06-18 11:56:53.000000","N",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"172","pmb1","2024-06-18 11:57:56.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"173","pmb1","2024-06-18 12:06:24.000000","Y",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"174","pmb1","2024-06-18 12:06:40.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"175","pmb1","2024-06-18 12:07:24.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"176","pmb1","2024-06-18 12:07:48.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"177","pmb1","2024-06-18 12:08:30.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"178","pmb1","2024-06-18 12:14:23.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"179","pmb1","2024-06-18 12:16:56.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"180","pmb1","2024-06-18 12:17:22.000000","Y",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"181","pmb1","2024-06-18 12:17:46.000000","Y",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"182","pmb1","2024-06-18 12:18:35.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"183","pmb1","2024-06-18 12:18:56.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"184","pmb1","2024-06-18 12:28:56.000000","Y",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"185","pmb1","2024-06-18 13:42:31.000000","Y",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"186","pmb1","2024-06-18 13:42:41.000000","N",,"MD","md_5by1","0000-00-00 00:00:00.000000"
"187","pmb1","2024-06-18 13:43:10.000000","Y",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"188","pmb1","2024-06-18 13:43:17.000000","N",,"MD","md_0sx0s","0000-00-00 00:00:00.000000"
"189","pmb1","2024-06-18 13:45:16.000000","Y",,"MD","md_2x2","0000-00-00 00:00:00.000000"
"190","pmb1","2024-06-18 16:36:16.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"191","pmb1","2024-06-18 17:06:04.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"192","pmb1","2024-06-18 17:06:47.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"193","pmb1","2024-06-18 17:23:24.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"194","pmb1","2024-06-18 17:27:05.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"195","pmb1","2024-06-18 17:28:31.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"196","pmb1","2024-06-18 17:28:47.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"197","pmb1","2024-06-18 17:31:37.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"198","pmb1","2024-06-18 17:31:53.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"199","pmb1","2024-06-18 17:32:05.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"200","pmb1","2024-06-18 17:32:19.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"201","pmb1","2024-06-18 17:32:33.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"202","pmb1","2024-06-18 17:35:49.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"203","pmb1","2024-06-18 17:36:03.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"204","pmb1","2024-06-18 17:36:42.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"205","pmb1","2024-06-18 17:40:26.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"206","pmb1","2024-06-18 17:44:33.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"207","pmb1","2024-06-18 17:46:24.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"208","pmb1","2024-06-18 17:56:15.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"209","pmb1","2024-06-18 18:30:26.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"210","pmb1","2024-06-18 18:30:38.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"211","pmb1","2024-06-18 18:31:52.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"212","pmb1","2024-06-18 18:38:44.000000","Y",,"ME","me_fi","0000-00-00 00:00:00.000000"
"213","pmb1","2024-06-18 18:39:36.000000","N",,"ME","me_fi","0000-00-00 00:00:00.000000"
"214","pmb1","2024-06-18 18:39:50.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"215","pmb1","2024-06-18 18:42:32.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"216","pmb1","2024-06-18 18:42:52.000000","N",,"ME","me_fi","0000-00-00 00:00:00.000000"
"217","pmb1","2024-06-18 18:43:07.000000","N",,"ME","me_fi","0000-00-00 00:00:00.000000"
"218","pmb1","2024-06-19 07:00:01.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"219","pmb1","2024-06-19 07:00:19.000000","N",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"220","pmb1","2024-06-19 07:03:56.000000","N",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"221","pmb1","2024-06-19 07:04:09.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"222","pmb1","2024-06-19 07:05:46.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"223","pmb1","2024-06-19 07:06:01.000000","N",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"224","pmb1","2024-06-19 07:07:38.000000","N",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"225","pmb1","2024-06-19 07:07:50.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"226","pmb1","2024-06-19 07:09:07.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"227","pmb1","2024-06-19 07:09:16.000000","N",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"228","pmb1","2024-06-19 09:54:05.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"229","pmb1","2024-06-19 09:54:20.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"230","pmb1","2024-06-19 09:54:40.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"231","pmb1","2024-06-19 09:54:54.000000","N",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"232","pmb1","2024-06-19 09:55:14.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"233","pmb1","2024-06-19 09:55:35.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"234","pmb1","2024-06-19 09:55:56.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"235","pmb1","2024-06-19 09:56:10.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"236","pmb1","2024-06-19 09:56:22.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"237","pmb1","2024-06-19 09:56:46.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"238","pmb1","2024-06-19 09:57:03.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"239","pmb1","2024-06-19 09:57:16.000000","Y",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"240","pmb1","2024-06-19 10:02:27.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"241","pmb1","2024-06-19 10:02:42.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"242","pmb1","2024-06-19 10:23:35.000000","Y",,"AP","ap_rp","0000-00-00 00:00:00.000000"
"243","pmb1","2024-06-19 10:32:07.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"244","pmb1","2024-06-19 10:32:25.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"245","pmb1","2024-06-19 10:32:41.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"246","pmb1","2024-06-19 10:39:07.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"247","pmb1","2024-06-19 10:44:15.000000","Y",,"AP","ap_rs","0000-00-00 00:00:00.000000"
"248","pmb1","2024-06-19 12:36:02.000000","N",,"AP","ap_ra","0000-00-00 00:00:00.000000"
"249","pmb1","2024-06-19 13:33:38.000000","Y",,"AP","ap_2ra","0000-00-00 00:00:00.000000"
"250","pmb1","2024-06-19 13:34:18.000000","N",,"AP","ap_2rp","0000-00-00 00:00:00.000000"
"251","pmb1","2024-06-19 13:34:40.000000","N",,"AP","ap_2rp","0000-00-00 00:00:00.000000"
"252","pmb1","2024-06-19 13:40:12.000000","N",,"AP","ap_2rp","0000-00-00 00:00:00.000000"
"253","pmb1","2024-06-19 13:41:59.000000","Y",,"AP","ap_2rp","0000-00-00 00:00:00.000000"
"254","pmb1","2024-06-19 15:18:46.000000","N",,"AP","ap_2rs","0000-00-00 00:00:00.000000"
"255","pmb1","2024-06-19 15:19:10.000000","Y",,"AP","ap_2rs","0000-00-00 00:00:00.000000"
"256","pmb1","2024-06-19 15:19:26.000000","Y",,"AP","ap_2rs","0000-00-00 00:00:00.000000"
"257","pmb1","2024-06-19 15:51:20.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"258","pmb1","2024-06-19 15:51:40.000000","Y",,"ME","me_fi","0000-00-00 00:00:00.000000"
"259","pmb1","2024-06-19 15:55:16.000000","Y",,"ME","me_fi","0000-00-00 00:00:00.000000"
"260","pmb1","2024-06-19 15:59:33.000000","Y",,"ME","me_fi","0000-00-00 00:00:00.000000"
"261","pmb1","2024-06-19 16:05:15.000000","N",,"ME","me_if","0000-00-00 00:00:00.000000"
"262","pmb1","2024-06-19 16:08:05.000000","Y",,"ME","me_if","0000-00-00 00:00:00.000000"
"263","pmb1","2024-06-19 16:08:21.000000","Y",,"ME","me_fi","0000-00-00 00:00:00.000000"
"264","pmb1","2024-06-19 16:25:08.000000","Y",,"ME","me_add","0000-00-00 00:00:00.000000"
"265","pmb1","2024-06-19 16:25:27.000000","Y",,"ME","me_add","0000-00-00 00:00:00.000000"
"266","pmb1","2024-06-19 16:36:06.000000","Y",,"ME","me_add","0000-00-00 00:00:00.000000"
"267","pmb1","2024-06-19 16:42:43.000000","Y",,"ME","me_add","0000-00-00 00:00:00.000000"
"268","pmb1","2024-06-19 16:47:52.000000","Y",,"ME","me_sub","0000-00-00 00:00:00.000000"
"269","pmb1","2024-06-19 16:48:15.000000","Y",,"ME","me_sub","0000-00-00 00:00:00.000000"
"270","pmb1","2024-06-19 16:48:28.000000","Y",,"ME","me_sub","0000-00-00 00:00:00.000000"
"271","pmb1","2024-06-19 16:48:47.000000","Y",,"ME","me_sub","0000-00-00 00:00:00.000000"
"272","pmb1","2024-06-19 16:49:05.000000","Y",,"ME","me_sub","0000-00-00 00:00:00.000000"
"273","pmb1","2024-06-19 17:03:05.000000","Y",,"ME","me_mult","0000-00-00 00:00:00.000000"
"274","pmb1","2024-06-19 17:03:24.000000","Y",,"ME","me_mult","0000-00-00 00:00:00.000000"
"275","pmb1","2024-06-19 17:03:42.000000","Y",,"ME","me_mult","0000-00-00 00:00:00.000000"
"276","pmb1","2024-06-19 17:04:19.000000","Y",,"ME","me_mult","0000-00-00 00:00:00.000000"
"277","pmb1","2024-06-19 17:04:46.000000","Y",,"ME","me_mult","0000-00-00 00:00:00.000000"
"278","pmb1","2024-06-19 17:05:06.000000","Y",,"ME","me_mult","0000-00-00 00:00:00.000000"
