username,prob_name,prob_category,code,prob_grade_level,prob_timestamp,correct,practice,mastery,mastery_timestamp,quiz_name,quiz_category,quiz_grade_level,num_total,num_correct,percent_correct,probs_before_mastery,time_to_mastery,quiz_timestamp,probs_befpre_mastery
AyaA2,AP,AP,ap_ra,4,2024-11-18 09:59:31,1,1,0,,AP,AP,4,1,1,1.0,139,0 days 00:00:00,,139
AyaA2,AP,AP,ap_ra,4,2024-11-18 10:00:32,1,1,0,,AP,AP,4,1,1,1.0,139,0 days 00:00:00,,139
AyaA2,AP,AP,ap_ra,4,2024-11-18 10:00:41,1,1,0,,AP,AP,4,1,1,1.0,139,0 days 00:00:00,,139
AyaA2,AP,AP,ap_ra,4,2024-11-18 10:01:19,0,1,0,,AP,AP,4,1,0,0.0,139,0 days 00:00:00,,139
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:15:23,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:16:17,0,1,0,,AP,AP,4,1,0,0.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:17:16,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:17:25,0,1,0,,AP,AP,4,1,0,0.0,2,0 days 00:00:00,,2
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:17:57,1,1,0,,AP,AP,4,1,1,1.0,3,0 days 00:00:00,,3
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:18:05,1,1,0,,AP,AP,4,1,1,1.0,4,0 days 00:00:00,,4
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:18:43,0,1,0,,AP,AP,4,1,0,0.0,8,0 days 00:00:00,,8
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:18:57,1,1,0,,AP,AP,4,1,1,1.0,9,0 days 00:00:00,,9
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:19:17,1,1,0,,AP,AP,4,1,1,1.0,10,0 days 00:00:00,,10
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:19:55,0,1,0,,AP,AP,4,1,0,0.0,14,0 days 00:00:00,,14
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:20:30,1,1,0,,AP,AP,4,1,1,1.0,16,0 days 00:00:00,,16
AyaA2,AP,AP,ap_ra,4,2024-11-20 11:21:05,1,1,0,,AP,AP,4,1,1,1.0,19,0 days 00:00:00,,19
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:45:10,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:45:16,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:45:34,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:46:05,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:48:13,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:48:51,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:48:58,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:49:27,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:49:33,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:49:41,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:49:47,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:49:56,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:03,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:15,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:21,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:50:43,1,1,0,,AP,AP,4,1,1,1.0,0,0 days 00:00:00,,0
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:51:13,1,1,0,,AP,AP,4,1,1,1.0,1,0 days 00:00:00,,1
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:51:52,1,1,0,,AP,AP,4,1,1,1.0,2,0 days 00:00:00,,2
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:51:59,1,1,0,,AP,AP,4,1,1,1.0,3,0 days 00:00:00,,3
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:52:17,1,1,0,,AP,AP,4,1,1,1.0,4,0 days 00:00:00,,4
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:52:27,1,1,0,,AP,AP,4,1,1,1.0,5,0 days 00:00:00,,5
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:52:58,0,1,0,,AP,AP,4,1,0,0.0,6,0 days 00:00:00,,6
AyaA2,AP,AP,ap_ra,4,2024-11-25 09:53:39,0,1,0,,AP,AP,4,1,0,0.0,7,0 days 00:00:00,,7
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:38:07,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:38:43,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:39:30,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:21,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:26,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:31,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:40:37,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:41:37,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:41:48,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:42:18,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:44:02,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:44:49,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-04 12:45:54,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_rs,4,2024-12-04 12:46:48,1,1,0,,AP,AP,4,1,1,1.0,462,0 days 00:00:00,,462
AyaA2,AP,AP,ap_ra,4,2024-12-17 14:45:44,1,0,0,,AP,AP,4,6,3,0.5,55,0 days 00:00:00,2024-12-17 14:45:08,55
AyaA2,AP,AP,ap_rp,4,2024-12-17 14:46:47,1,0,0,,AP,AP,4,6,3,0.5,55,0 days 00:00:00,2024-12-17 14:45:08,55
AyaA2,AP,AP,ap_rs,4,2024-12-17 14:46:53,1,0,0,,AP,AP,4,6,3,0.5,55,0 days 00:00:00,2024-12-17 14:45:08,55
AyaA2,AP,AP,ap_2rs,4,2024-12-17 14:48:56,0,0,0,,AP,AP,4,6,3,0.5,55,0 days 00:00:00,2024-12-17 14:45:08,55
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:28:57,1,1,0,,AP,AP,4,1,1,1.0,55,0 days 00:00:00,,55
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:06,0,1,0,,AP,AP,4,1,0,0.0,55,0 days 00:00:00,,55
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:15,1,1,0,,AP,AP,4,1,1,1.0,55,0 days 00:00:00,,55
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:24,1,1,0,,AP,AP,4,1,1,1.0,55,0 days 00:00:00,,55
AyaA2,AP,AP,ap_ra,4,2024-12-18 09:29:28,1,1,0,,AP,AP,4,1,1,1.0,55,0 days 00:00:00,,55
AyaA2,AP,AP,ap_ra,4,2025-01-30 14:42:42,1,0,0,,AP,AP,4,1,1,1.0,126,0 days 00:00:00,2025-01-30 14:42:02,126
AyaA2,AP,AP,ap_ra,4,2025-01-30 14:44:44,1,0,0,,AP,AP,4,1,1,1.0,127,0 days 00:00:00,2025-01-30 14:44:29,127
AyaA2,AP,AP,ap_rp,4,2025-01-30 14:45:20,0,0,0,,AP,AP,4,1,0,0.0,129,0 days 00:00:00,2025-01-30 14:44:29,129
AyaA2,AP,AP,ap_ra,4,2025-01-31 12:31:11,0,1,0,,AP,AP,4,1,0,0.0,20,0 days 00:00:00,,20
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:38:07,0,0,0,,AP,AP,4,1,0,0.0,7,0 days 00:00:00,2025-02-04 14:37:54,7
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:38:35,1,0,0,,AP,AP,4,1,1,1.0,8,0 days 00:00:00,2025-02-04 14:38:26,8
AyaA2,AP,AP,ap_rp,4,2025-02-04 14:41:21,0,0,0,,AP,AP,4,1,0,0.0,10,0 days 00:00:00,2025-02-04 14:38:26,10
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:42:16,1,1,0,,AP,AP,4,1,1,1.0,12,0 days 00:00:00,,12
AyaA2,AP,AP,ap_ra,4,2025-02-04 14:43:33,1,0,0,,AP,AP,4,6,3,0.5,15,0 days 00:00:00,2025-02-04 14:42:41,15
AyaA2,AP,AP,ap_rp,4,2025-02-04 14:45:01,1,0,0,,AP,AP,4,6,3,0.5,18,0 days 00:00:00,2025-02-04 14:42:41,18
AyaA2,AP,AP,ap_rs,4,2025-02-04 14:45:25,1,0,0,,AP,AP,4,6,3,0.5,22,0 days 00:00:00,2025-02-04 14:42:41,22
AyaA2,AP,AP,ap_2rs,4,2025-02-04 14:46:28,0,0,0,,AP,AP,4,6,3,0.5,25,0 days 00:00:00,2025-02-04 14:42:41,25
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 11:26:16,1,0,0,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,20,48 days 01:33:43,2024-10-02 11:26:08,20
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 11:26:22,1,0,0,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,20,48 days 01:33:43,2024-10-02 11:26:08,20
AyaA2,AS1,AS,as_add_2D,1,2024-10-02 11:26:59,1,0,0,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,20,48 days 01:33:43,2024-10-02 11:26:08,20
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 11:28:37,1,0,0,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,20,48 days 01:33:43,2024-10-02 11:28:29,20
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 11:29:13,1,0,0,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,20,48 days 01:33:43,2024-10-02 11:28:29,20
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 15:56:19,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 15:56:08,20
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 15:56:27,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 15:56:08,20
AyaA2,AS1,AS,as_add_2D,1,2024-10-02 15:56:38,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 15:56:08,20
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-10-02 15:56:51,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 15:56:08,20
AyaA2,AS1,AS,as_sub_2D,1,2024-10-02 16:07:17,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 15:56:08,20
AyaA2,AS1,AS,as_pv_2D,1,2024-10-02 16:07:52,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 16:07:44,20
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-02 16:08:16,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 16:07:44,20
AyaA2,AS1,AS,as_add_2D,1,2024-10-02 16:09:05,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 16:07:44,20
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-10-02 16:09:11,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 16:07:44,20
AyaA2,AS1,AS,as_sub_2D,1,2024-10-02 16:09:41,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,20,48 days 01:33:43,2024-10-02 16:07:44,20
AyaA2,AS1,AS,as_pv_2D,1,2024-10-09 09:51:01,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,331,48 days 01:33:43,2024-10-09 09:50:55,331
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-10-09 09:51:07,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,332,48 days 01:33:43,2024-10-09 09:50:55,332
AyaA2,AS1,AS,as_add_2D,1,2024-10-09 09:51:35,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,333,48 days 01:33:43,2024-10-09 09:50:55,333
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-10-09 09:51:43,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,334,48 days 01:33:43,2024-10-09 09:50:55,334
AyaA2,AS1,AS,as_sub_2D,1,2024-10-09 09:53:08,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,335,48 days 01:33:43,2024-10-09 09:50:55,335
AyaA2,AS1,AS,as_pv_2D,1,2024-11-13 16:50:33,1,0,0,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,139,48 days 01:33:43,2024-11-13 16:50:20,139
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-13 16:51:35,0,0,0,2024-11-19 12:59:59,AS1,AS,1,1,0,0.0,139,48 days 01:33:43,2024-11-13 16:50:20,139
AyaA2,AS1,AS,as_pv_2D,1,2024-11-13 16:51:52,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,4,0.8,139,48 days 01:33:43,2024-11-13 16:51:44,139
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-13 16:53:23,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,4,0.8,139,48 days 01:33:43,2024-11-13 16:51:44,139
AyaA2,AS1,AS,as_add_2D,1,2024-11-13 16:53:46,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,4,0.8,139,48 days 01:33:43,2024-11-13 16:51:44,139
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-11-13 16:54:08,1,0,0,2024-11-19 12:59:59,AS1,AS,1,5,4,0.8,139,48 days 01:33:43,2024-11-13 16:51:44,139
AyaA2,AS1,AS,as_sub_2D,1,2024-11-13 16:54:24,0,0,0,2024-11-19 12:59:59,AS1,AS,1,5,4,0.8,139,48 days 01:33:43,2024-11-13 16:51:44,139
AyaA2,AS1,AS,as_pv_2D,1,2024-11-19 13:00:08,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-19 12:59:59,0
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-19 13:00:47,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-19 12:59:59,0
AyaA2,AS1,AS,as_add_2D,1,2024-11-19 13:01:37,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-19 12:59:59,0
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-11-19 13:01:50,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-19 12:59:59,0
AyaA2,AS1,AS,as_sub_2D,1,2024-11-19 13:01:57,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-19 12:59:59,0
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:31,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,109,48 days 01:33:43,,109
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:35,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,110,48 days 01:33:43,,110
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:41,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,112,48 days 01:33:43,,112
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:45,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,114,48 days 01:33:43,,114
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:49,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,117,48 days 01:33:43,,117
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:26:55,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,119,48 days 01:33:43,,119
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:27:27,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,123,48 days 01:33:43,,123
AyaA2,AS1,AS,as_pv_2D,1,2024-11-20 11:27:32,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,126,48 days 01:33:43,,126
AyaA2,AS1,AS,as_pv_2D,1,2024-11-25 09:42:32,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-25 09:42:27,0
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-11-25 09:42:40,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-25 09:42:27,0
AyaA2,AS1,AS,as_add_2D,1,2024-11-25 09:43:10,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-25 09:42:27,0
AyaA2,AS1,AS,as_sub_2Dminus10s,1,2024-11-25 09:43:33,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-25 09:42:27,0
AyaA2,AS1,AS,as_sub_2D,1,2024-11-25 09:43:48,1,0,1,2024-11-19 12:59:59,AS1,AS,1,5,5,1.0,0,48 days 01:33:43,2024-11-25 09:42:27,0
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:50:38,1,0,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,2024-12-04 12:50:34,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:50:55,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:03,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:20,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:24,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:35,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:51:49,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:25,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:30,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:34,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:40,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:52,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:52:56,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:00,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:04,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:18,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:53:54,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:17,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:21,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:26,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:31,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:35,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:38,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 12:54:46,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-04 13:05:03,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 13:57:12,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:09:00,0,1,1,2024-11-19 12:59:59,AS1,AS,1,1,0,0.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:09:28,0,1,1,2024-11-19 12:59:59,AS1,AS,1,1,0,0.0,462,48 days 01:33:43,,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:29:24,1,0,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,2024-12-10 14:29:18,462
AyaA2,AS1,AS,as_add_2Dpus10s,1,2024-12-10 14:29:29,0,0,1,2024-11-19 12:59:59,AS1,AS,1,1,0,0.0,462,48 days 01:33:43,2024-12-10 14:29:18,462
AyaA2,AS1,AS,as_pv_2D,1,2024-12-10 14:43:21,1,1,1,2024-11-19 12:59:59,AS1,AS,1,1,1,1.0,462,48 days 01:33:43,,462
