"id","username","quiz_name","quiz_time","num_correct","num_total"
"66","pmb1","ME","2024-07-12 18:27:29.000000","0","8"
"67","gr5","AP5","2024-07-13 17:49:29.000000","0","3"
"68","gr5","PL5","2024-07-13 17:49:55.000000","0","8"
"69","gr5","PER","2024-07-14 16:09:49.000000","5","6"
"70","gr5","DEC5","2024-07-18 12:17:33.000000","0","7"
"71","pmb1","AS2","2024-07-20 14:28:42.000000","4","5"
"72","pmb1","MD2","2024-07-20 14:31:23.000000","2","2"
"73","pmb1","MD3","2024-07-21 05:11:30.000000","3","4"
"74","pmb1","MD3","2024-07-21 05:12:36.000000","2","4"
"75","pmb1","AS","2024-07-21 06:22:57.000000","2","4"
"76","pmb1","ME","2024-07-21 06:25:58.000000","7","8"
"77","gr4","FR3","2024-07-23 12:06:00.000000","4","4"
"78","gr4","FR5","2024-07-23 12:08:06.000000","5","5"
"79","CharlotteC14","AS1","2024-07-24 11:43:24.000000","5","5"
"80","CyrusC3","AS2","2024-07-24 11:47:02.000000","5","5"
"81","CharlotteC14","MD3","2024-07-24 11:49:29.000000","3","4"
"82","FoxF2","AS1","2024-07-24 11:57:14.000000","5","5"
"83","KnoxK2","MD","2024-07-24 12:09:47.000000","3","5"
"84","PaytonP4","MD3","2024-07-24 12:17:07.000000","3","4"
"85","PaytonP4","MD2","2024-07-24 12:22:16.000000","2","2"
"86","KnoxK2","MD","2024-07-24 12:19:32.000000","3","5"
"87","OarielO","MD2","2024-07-24 12:35:26.000000","2","2"
"88","OarielO","MD2","2024-07-24 12:36:18.000000","2","2"
"89","PaytonP4","MD2","2024-07-24 12:42:47.000000","1","2"
"90","PaytonP4","MD2","2024-07-24 12:44:15.000000","1","2"
"91","PaytonP4","AS2","2024-07-24 12:44:45.000000","4","5"
"92","OarielO","MD3","2024-07-24 12:42:43.000000","3","4"
"93","pmb1","AS1","2024-07-27 09:02:44.000000","5","5"
"94","pmb1","AS1","2024-07-27 09:04:27.000000","5","5"
"95","pmb1","COM1","2024-07-27 09:12:34.000000","5","5"
"96","gr5","AS1","2024-07-27 12:41:00.000000","4","5"
"97","gr1","AS1","2024-07-27 16:27:55.000000","5","5"
"98","gr1","AS1","2024-07-27 16:29:08.000000","5","5"
"99","gr1","COM1","2024-07-27 16:30:17.000000","4","5"
"100","gr1","AS1","2024-07-27 16:32:21.000000","5","5"
"101","gr1","AS1","2024-07-27 16:34:09.000000","5","5"
"102","gr1","AS1","2024-07-27 16:37:47.000000","5","5"
"103","gr1","COM1","2024-07-27 16:39:00.000000","5","5"
"104","gr1","COM1","2024-07-27 16:40:26.000000","5","5"
"105","pmb1","LG3","2024-07-28 09:44:11.000000","4","5"
"106","pmb1","LG5","2024-07-28 09:51:23.000000","5","6"
"107","pmb1","OTH5","2024-07-28 09:58:43.000000","4","6"
"108","pmb1","AS1","2024-07-28 10:10:25.000000","5","5"
"109","pmb1","COM1","2024-07-28 12:13:32.000000","5","5"
"110","pmb1","COM2","2024-07-28 12:15:13.000000","5","5"
"111","pmb1","COM3","2024-07-28 12:16:39.000000","4","4"
"112","pmb1","COM4","2024-07-28 12:18:16.000000","5","5"
"113","pmb1","COM5","2024-07-28 12:21:02.000000","3","4"
"114","pmb1","COM5","2024-07-28 12:22:57.000000","4","4"
"115","pmb1","COM5","2024-07-29 14:34:35.000000","4","4"
"116","pmb1","COM5","2024-07-29 14:41:18.000000","4","4"
"117","pmb1","COM1","2024-07-29 16:58:38.000000","5","5"
"118","pmb1","AS1","2024-07-29 16:59:48.000000","5","5"
"119","pmb1","COM2","2024-07-29 17:01:21.000000","4","5"
"120","pmb1","AS2","2024-07-29 17:02:46.000000","5","5"
"121","pmb1","MD2","2024-07-29 17:04:28.000000","2","2"
"122","pmb1","COM3","2024-07-29 17:05:15.000000","4","4"
"123","pmb1","AS3","2024-07-29 17:06:37.000000","5","6"
"124","pmb1","AS3","2024-07-29 17:09:09.000000","5","6"
"125","pmb1","MD3","2024-07-29 17:11:43.000000","4","4"
"126","pmb1","FR3","2024-07-29 17:13:03.000000","2","4"
"127","pmb1","LG3","2024-07-29 17:15:47.000000","4","5"
"128","pmb1","COM4","2024-07-29 17:19:54.000000","5","5"
"129","pmb1","AS","2024-07-29 17:21:32.000000","1","4"
"130","pmb1","MD","2024-07-29 17:23:04.000000","4","5"
"131","pmb1","FR","2024-07-29 17:25:34.000000","7","8"
"132","pmb1","DEC","2024-07-29 17:29:17.000000","5","5"
"133","pmb1","ME","2024-07-29 17:32:09.000000","8","8"
"134","pmb1","ME","2024-07-29 17:38:06.000000","0","8"
"135","pmb1","AP","2024-07-29 17:38:50.000000","6","6"
"136","pmb1","LG","2024-07-29 17:42:10.000000","1","3"
"137","pmb1","COM5","2024-07-29 17:48:15.000000","4","4"
"138","pmb1","MD5","2024-07-29 17:49:48.000000","4","6"
"139","pmb1","FR5","2024-07-29 17:55:23.000000","4","5"
"140","pmb1","DEC5","2024-07-29 17:57:42.000000","5","7"
"141","pmb1","AP5","2024-07-29 18:06:14.000000","3","3"
"142","pmb1","LG5","2024-07-29 18:07:49.000000","5","6"
"143","pmb1","PER","2024-07-29 18:11:33.000000","5","6"
"144","pmb1","OTH5","2024-07-29 18:14:38.000000","4","6"
"145","pmb1","LG","2024-07-30 04:30:35.000000","3","3"
"146","pmb1","LG","2024-07-30 04:34:36.000000","3","3"
"147","pmb1","OTH5","2024-07-30 06:37:22.000000","6","6"
"148","pmb1","OTH5","2024-07-30 06:39:45.000000","6","6"
"149","pmb1","FR3","2024-07-30 06:47:59.000000","4","4"
"150","pmb1","COM1","2024-07-30 06:54:13.000000","5","5"
"151","pmb1","COM1","2024-07-30 06:55:29.000000","5","5"
"152","pmb1","AS1","2024-07-30 06:56:37.000000","5","5"
"153","AyaA2","MD2","2024-07-30 11:24:08.000000","2","2"
"154","AyaA2","AS2","2024-07-30 11:25:20.000000","5","5"
"155","AyaA2","COM2","2024-07-30 11:31:46.000000","4","5"
"156","AyaA2","AS2","2024-07-30 11:32:59.000000","4","5"
"157","OamirO","AS1","2024-07-30 11:33:04.000000","3","5"
"158","AyaA2","AS2","2024-07-30 11:35:52.000000","3","5"
"159","OamirO","AS1","2024-07-30 11:39:12.000000","3","5"
"160","OamirO","AS1","2024-07-30 11:42:49.000000","2","5"
"161","AyaA2","AS2","2024-07-30 11:49:11.000000","5","5"
"162","OamirO","AS2","2024-07-30 11:50:32.000000","4","5"
"163","OamirO","AS1","2024-07-30 11:59:40.000000","5","5"
"164","CyrusC3","COM4","2024-07-30 12:22:01.000000","3","5"
"165","OarielO","LG3","2024-07-30 12:40:12.000000","4","5"
"166","OarielO","MD3","2024-07-30 12:44:11.000000","4","4"
"167","CyrusC3","COM1","2024-07-30 12:48:59.000000","3","5"
"168","OarielO","LG3","2024-07-30 12:50:21.000000","4","5"
"169","OarielO","LG3","2024-07-30 12:55:43.000000","4","5"
"170","CyrusC3","COM1","2024-07-30 13:03:00.000000","5","5"
"171","OarielO","AS1","2024-07-31 11:27:14.000000","5","5"
"172","CyrusC3","COM1","2024-07-31 11:20:55.000000","5","5"
"173","CyrusC3","COM2","2024-07-31 11:30:52.000000","5","5"
"174","CharlotteC14","AS1","2024-07-31 11:31:05.000000","4","5"
"175","OarielO","AS1","2024-07-31 11:32:16.000000","5","5"
"176","CyrusC3","COM2","2024-07-31 11:33:18.000000","4","5"
"177","CharlotteC14","AS1","2024-07-31 11:33:48.000000","4","5"
"178","CyrusC3","COM2","2024-07-31 11:35:34.000000","5","5"
"179","OarielO","AS1","2024-07-31 11:35:02.000000","5","5"
"180","OarielO","AS1","2024-07-31 11:36:42.000000","5","5"
"181","CyrusC3","COM2","2024-07-31 11:37:11.000000","5","5"
"182","OarielO","AS1","2024-07-31 11:38:22.000000","5","5"
"183","CyrusC3","COM2","2024-07-31 11:38:43.000000","5","5"
"184","CyrusC3","COM2","2024-07-31 11:40:48.000000","5","5"
"185","OarielO","COM1","2024-07-31 11:39:55.000000","5","5"
"186","CyrusC3","COM2","2024-07-31 11:41:58.000000","5","5"
"187","CyrusC3","COM2","2024-07-31 11:42:51.000000","5","5"
"188","CyrusC3","COM2","2024-07-31 11:44:32.000000","5","5"
"189","CyrusC3","COM2","2024-07-31 11:45:13.000000","5","5"
"190","OarielO","COM1","2024-07-31 11:44:07.000000","5","5"
"191","CyrusC3","COM2","2024-07-31 11:46:39.000000","5","5"
"192","OarielO","COM1","2024-07-31 11:46:57.000000","5","5"
"193","CyrusC3","COM2","2024-07-31 11:48:40.000000","5","5"
"194","OarielO","COM1","2024-07-31 11:49:00.000000","5","5"
"195","OarielO","COM1","2024-07-31 11:49:59.000000","5","5"
"196","CharlotteC14","AS1","2024-07-31 11:49:37.000000","5","5"
"197","CyrusC3","MD2","2024-07-31 11:54:31.000000","2","2"
"198","CharlotteC14","AS1","2024-07-31 11:54:22.000000","4","5"
"199","CyrusC3","AS2","2024-07-31 11:55:17.000000","2","5"
"200","OarielO","MD2","2024-07-31 11:57:57.000000","2","2"
"201","OarielO","MD2","2024-07-31 11:58:55.000000","2","2"
"202","CyrusC3","MD2","2024-07-31 11:58:46.000000","1","2"
"203","CharlotteC14","MD2","2024-07-31 11:59:47.000000","2","2"
"204","OarielO","MD2","2024-07-31 11:59:27.000000","2","2"
"205","OarielO","COM2","2024-07-31 12:00:38.000000","5","5"
"206","CyrusC3","AS2","2024-07-31 11:59:37.000000","4","5"
"207","OarielO","COM2","2024-07-31 12:01:36.000000","5","5"
"208","CyrusC3","MD2","2024-07-31 12:02:24.000000","2","2"
"209","OarielO","COM2","2024-07-31 12:02:53.000000","5","5"
"210","CyrusC3","AS2","2024-07-31 12:02:53.000000","3","5"
"211","OarielO","COM2","2024-07-31 12:03:58.000000","5","5"
"212","CyrusC3","MD2","2024-07-31 12:05:33.000000","2","2"
"213","OarielO","COM2","2024-07-31 12:05:55.000000","5","5"
"214","CyrusC3","AS2","2024-07-31 12:07:01.000000","4","5"
"215","OarielO","AS2","2024-07-31 12:08:13.000000","5","5"
"216","OarielO","AS2","2024-07-31 12:11:39.000000","4","5"
"217","KnoxK2","COM2","2024-07-31 12:21:15.000000","5","5"
"218","KnoxK2","COM2","2024-07-31 12:29:32.000000","5","5"
"219","KnoxK2","COM2","2024-07-31 12:30:59.000000","5","5"
"220","AyaA2","AS2","2024-07-31 12:27:57.000000","4","5"
"221","KnoxK2","COM2","2024-07-31 12:31:45.000000","5","5"
"222","AyaA2","MD2","2024-07-31 12:32:57.000000","2","2"
"223","KnoxK2","COM2","2024-07-31 12:32:49.000000","5","5"
"224","AyaA2","MD2","2024-07-31 12:35:01.000000","2","2"
"225","AyaA2","AS2","2024-07-31 12:36:02.000000","5","5"
"226","KnoxK2","AS2","2024-07-31 12:35:10.000000","5","5"
"227","AyaA2","MD2","2024-07-31 12:38:40.000000","2","2"
"228","AyaA2","MD2","2024-07-31 12:39:16.000000","2","2"
"229","AyaA2","MD2","2024-07-31 12:39:40.000000","1","2"
"230","AyaA2","MD2","2024-07-31 12:40:15.000000","2","2"
"231","AyaA2","MD2","2024-07-31 12:40:39.000000","2","2"
"232","KnoxK2","AS2","2024-07-31 12:39:48.000000","5","5"
"233","AyaA2","MD2","2024-07-31 12:42:29.000000","2","2"
"234","KnoxK2","AS2","2024-07-31 12:42:27.000000","5","5"
"235","AyaA2","AS2","2024-07-31 12:43:01.000000","5","5"
"236","KnoxK2","AS2","2024-07-31 12:45:35.000000","5","5"
"237","AyaA2","COM2","2024-07-31 12:47:47.000000","5","5"
"238","AyaA2","COM2","2024-07-31 12:50:17.000000","5","5"
"239","KnoxK2","AS2","2024-07-31 12:48:39.000000","5","5"
"240","KnoxK2","MD2","2024-07-31 12:51:10.000000","2","2"
"241","AyaA2","COM2","2024-07-31 12:51:07.000000","5","5"
"242","KnoxK2","MD2","2024-07-31 12:51:43.000000","2","2"
"243","KnoxK2","MD2","2024-07-31 12:52:28.000000","2","2"
"244","AyaA2","COM2","2024-07-31 12:52:12.000000","5","5"
"245","KnoxK2","COM2","2024-07-31 12:52:46.000000","5","5"
"246","KnoxK2","MD2","2024-07-31 12:53:53.000000","2","2"
"247","OamirO","AS1","2024-07-31 12:51:50.000000","2","5"
"248","KnoxK2","MD2","2024-07-31 12:54:14.000000","2","2"
"249","KnoxK2","COM3","2024-07-31 12:59:15.000000","4","4"
"250","OamirO","AS1","2024-08-06 11:13:45.000000","4","5"
"251","IyanaI","COM1","2024-08-06 11:14:05.000000","2","5"
"252","IyanaI","COM1","2024-08-06 11:20:19.000000","5","5"
"253","IyanaI","COM1","2024-08-06 11:24:10.000000","5","5"
"254","IyanaI","COM1","2024-08-06 11:29:43.000000","5","5"
"255","OamirO","COM1","2024-08-06 11:33:27.000000","4","5"
"256","OamirO","COM1","2024-08-06 11:37:34.000000","0","5"
"257","OamirO","COM1","2024-08-06 11:38:30.000000","1","5"
"258","OamirO","COM1","2024-08-06 11:40:50.000000","3","5"
"259","IyanaI","COM1","2024-08-06 11:36:29.000000","5","5"
"260","OamirO","COM1","2024-08-06 11:42:50.000000","2","5"
"261","OamirO","COM1","2024-08-06 11:44:25.000000","3","5"
"262","OamirO","COM1","2024-08-06 11:48:26.000000","2","5"
"263","IyanaI","COM1","2024-08-06 11:43:08.000000","5","5"
"264","OamirO","COM1","2024-08-06 11:50:34.000000","1","5"
"265","CyrusC3","MD2","2024-08-06 12:10:39.000000","2","2"
"266","PaytonP4","MD2","2024-08-06 12:12:20.000000","2","2"
"267","pmb1","LG3","2024-08-06 12:11:27.000000","5","5"
"268","PaytonP4","MD2","2024-08-06 12:13:20.000000","2","2"
"269","CyrusC3","COM3","2024-08-06 12:13:14.000000","3","4"
"270","PaytonP4","MD2","2024-08-06 12:13:57.000000","2","2"
"271","pmb1","COM3","2024-08-06 12:13:53.000000","3","4"
"272","pmb1","COM3","2024-08-06 12:15:18.000000","4","4"
"273","PaytonP4","MD2","2024-08-06 12:16:04.000000","2","2"
"274","PaytonP4","MD2","2024-08-06 12:16:29.000000","1","2"
"275","CyrusC3","MD3","2024-08-06 12:14:57.000000","4","4"
"276","pmb1","COM3","2024-08-06 12:16:03.000000","4","4"
"277","PaytonP4","MD2","2024-08-06 12:17:09.000000","2","2"
"278","PaytonP4","MD2","2024-08-06 12:18:37.000000","2","2"
"279","pmb1","AS3","2024-08-06 12:17:45.000000","6","6"
"280","pmb1","AS3","2024-08-06 12:20:36.000000","6","6"
"281","pmb1","AS3","2024-08-06 12:23:30.000000","6","6"
"282","pmb1","MD3","2024-08-06 12:27:20.000000","2","4"
"283","PaytonP4","AS2","2024-08-06 12:20:39.000000","5","5"
"284","AyaA2","MD3","2024-08-06 12:29:32.000000","4","4"
"285","PaytonP4","MD2","2024-08-06 12:31:09.000000","2","2"
"286","AyaA2","COM2","2024-08-06 12:31:19.000000","5","5"
"287","PaytonP4","AS2","2024-08-06 12:32:12.000000","3","5"
"288","AyaA2","COM3","2024-08-07 11:09:21.000000","2","4"
"289","OarielO","LG3","2024-08-07 11:07:20.000000","5","5"
"290","FoxF2","COM2","2024-08-07 11:09:18.000000","5","5"
"291","AyaA2","LG3","2024-08-07 11:10:11.000000","5","5"
"292","AyaA2","LG3","2024-08-07 11:11:47.000000","5","5"
"293","OarielO","LG3","2024-08-07 11:11:08.000000","4","5"
"294","FoxF2","AS2","2024-08-07 11:12:00.000000","3","5"
"295","OarielO","LG3","2024-08-07 11:13:31.000000","5","5"
"296","FoxF2","MD2","2024-08-07 11:17:38.000000","2","2"
"297","OarielO","LG3","2024-08-07 11:17:21.000000","5","5"
"298","AyaA2","AS3","2024-08-07 11:16:52.000000","6","6"
"299","FoxF2","AS2","2024-08-07 11:18:32.000000","4","5"
"300","FoxF2","COM2","2024-08-07 11:23:37.000000","5","5"
"301","FoxF2","AS2","2024-08-07 11:25:37.000000","5","5"
"302","OarielO","LG3","2024-08-07 11:26:09.000000","5","5"
"303","FoxF2","MD2","2024-08-07 11:29:02.000000","2","2"
"304","FoxF2","COM2","2024-08-07 11:29:32.000000","5","5"
"305","OarielO","LG3","2024-08-07 11:28:41.000000","4","5"
"306","AyaA2","MD3","2024-08-07 11:30:44.000000","4","4"
"307","FoxF2","AS2","2024-08-07 11:31:48.000000","4","5"
"308","AyaA2","MD3","2024-08-07 11:33:58.000000","2","4"
"309","AyaA2","COM3","2024-08-07 11:35:39.000000","4","4"
"310","AyaA2","COM3","2024-08-07 11:36:13.000000","3","4"
"311","FoxF2","AS2","2024-08-07 11:34:16.000000","4","5"
"312","OarielO","LG3","2024-08-07 11:36:25.000000","5","5"
"313","FoxF2","AS2","2024-08-07 11:37:23.000000","5","5"
"314","FoxF2","MD2","2024-08-07 11:39:25.000000","2","2"
"315","FoxF2","MD2","2024-08-07 11:39:39.000000","2","2"
"316","FoxF2","MD2","2024-08-07 11:40:05.000000","2","2"
"317","KnoxK2","COM3","2024-08-07 12:04:06.000000","4","4"
"318","IyanaI","COM1","2024-08-07 12:03:44.000000","5","5"
"319","KnoxK2","COM3","2024-08-07 12:04:54.000000","4","4"
"320","KnoxK2","COM3","2024-08-07 12:05:29.000000","4","4"
"321","IyanaI","COM1","2024-08-07 12:05:27.000000","5","5"
"322","KnoxK2","COM3","2024-08-07 12:06:01.000000","4","4"
"323","IyanaI","COM1","2024-08-07 12:06:32.000000","5","5"
"324","PaytonP4","COM2","2024-08-07 12:06:15.000000","4","5"
"325","PaytonP4","COM2","2024-08-07 12:09:27.000000","5","5"
"326","KnoxK2","AS3","2024-08-07 12:06:30.000000","6","6"
"327","IyanaI","COM1","2024-08-07 12:08:49.000000","5","5"
"328","PaytonP4","COM2","2024-08-07 12:10:15.000000","5","5"
"329","PaytonP4","COM2","2024-08-07 12:11:41.000000","5","5"
"330","KnoxK2","AS3","2024-08-07 12:10:14.000000","6","6"
"331","PaytonP4","COM2","2024-08-07 12:12:30.000000","5","5"
"332","PaytonP4","COM2","2024-08-07 12:13:29.000000","4","5"
"333","KnoxK2","AS3","2024-08-07 12:13:28.000000","6","6"
"334","KnoxK2","AS3","2024-08-07 12:16:09.000000","6","6"
"335","KnoxK2","AS3","2024-08-07 12:19:18.000000","6","6"
"336","PaytonP4","AS2","2024-08-07 12:16:47.000000","2","5"
"337","KnoxK2","MD3","2024-08-07 12:22:26.000000","4","4"
"338","PaytonP4","LG3","2024-08-07 12:24:51.000000","1","5"
"339","KnoxK2","MD3","2024-08-07 12:26:42.000000","4","4"
"340","IyanaI","AS1","2024-08-07 12:23:05.000000","5","5"
"341","KnoxK2","LG3","2024-08-07 12:29:31.000000","5","5"
"342","IyanaI","AS1","2024-08-07 12:30:39.000000","4","5"
"343","KnoxK2","COM1","2024-08-07 12:40:56.000000","5","5"
"344","KnoxK2","COM1","2024-08-07 12:42:20.000000","5","5"
"345","KnoxK2","COM1","2024-08-07 12:42:54.000000","5","5"
"346","PaytonP4","COM2","2024-08-07 12:46:24.000000","4","5"
"347","PaytonP4","COM2","2024-08-07 12:48:10.000000","4","5"
"348","IyanaI","AS1","2024-08-07 12:44:36.000000","3","5"
"349","KnoxK2","MD3","2024-08-13 11:28:39.000000","4","4"
"350","KnoxK2","MD3","2024-08-13 11:32:06.000000","3","4"
"351","PaytonP4","COM2","2024-08-13 11:34:21.000000","3","5"
"352","CyrusC3","COM2","2024-08-13 11:36:06.000000","5","5"
"353","PaytonP4","COM2","2024-08-13 11:36:54.000000","5","5"
"354","KnoxK2","MD3","2024-08-13 11:35:40.000000","4","4"
"355","KnoxK2","LG3","2024-08-13 11:41:02.000000","5","5"
"356","KnoxK2","LG3","2024-08-13 11:42:16.000000","5","5"
"357","KnoxK2","LG3","2024-08-13 11:44:38.000000","5","5"
"358","KnoxK2","LG3","2024-08-13 11:46:43.000000","5","5"
"359","KnoxK2","FR3","2024-08-13 11:48:30.000000","4","4"
"360","KnoxK2","FR3","2024-08-13 11:50:08.000000","4","4"
"361","KnoxK2","FR3","2024-08-13 11:51:14.000000","4","4"
"362","KnoxK2","FR3","2024-08-13 11:54:15.000000","4","4"
"363","KnoxK2","FR3","2024-08-13 11:55:15.000000","4","4"
"364","CyrusC3","MD2","2024-08-13 11:56:28.000000","2","2"
"365","CyrusC3","MD2","2024-08-13 11:57:30.000000","2","2"
"366","CyrusC3","MD2","2024-08-13 11:58:10.000000","2","2"
"367","AyaA2","COM3","2024-08-13 12:28:19.000000","3","4"
"368","AyaA2","COM3","2024-08-13 12:29:22.000000","4","4"
"369","AyaA2","MD3","2024-08-13 12:30:00.000000","3","4"
"370","FoxF2","COM3","2024-08-13 12:39:37.000000","4","4"
"371","OamirO","COM1","2024-08-13 12:42:00.000000","2","5"
"372","OamirO","AS1","2024-08-13 12:43:08.000000","3","5"
"373","FoxF2","MD3","2024-08-13 12:42:05.000000","4","4"
"374","FoxF2","AS3","2024-08-13 12:48:31.000000","6","6"
"375","AyaA2","LG3","2024-08-13 13:07:55.000000","4","5"
"376","AyaA2","COM3","2024-08-13 13:11:06.000000","3","4"
"377","AyaA2","COM3","2024-08-13 13:12:00.000000","2","4"
"378","AyaA2","COM3","2024-08-13 13:13:48.000000","2","4"
"379","IyanaI","AS1","2024-08-13 13:17:34.000000","5","5"
"380","FoxF2","MD2","2024-08-14 11:36:09.000000","2","2"
"381","FoxF2","COM4","2024-08-14 11:37:31.000000","3","5"
"382","FoxF2","AS","2024-08-14 11:41:10.000000","3","4"
"383","FoxF2","COM3","2024-08-14 12:08:23.000000","4","4"
"384","KnoxK2","COM1","2024-08-14 12:49:07.000000","5","5"
"385","CyrusC3","COM3","2024-08-20 11:30:45.000000","4","4"
"386","IyanaI","COM2","2024-08-20 11:32:01.000000","5","5"
"387","OamirO","COM2","2024-08-20 11:34:21.000000","1","5"
"388","PaytonP4","MD3","2024-08-20 11:31:06.000000","3","4"
"389","IyanaI","COM2","2024-08-20 11:35:16.000000","5","5"
"390","CyrusC3","MD3","2024-08-20 11:32:59.000000","2","4"
"391","IyanaI","COM2","2024-08-20 11:37:35.000000","5","5"
"392","PaytonP4","LG3","2024-08-20 11:38:58.000000","2","5"
"393","CyrusC3","LG3","2024-08-20 11:40:27.000000","4","5"
"394","IyanaI","COM2","2024-08-20 11:42:05.000000","5","5"
"395","CyrusC3","COM3","2024-08-20 11:43:57.000000","4","4"
"396","CyrusC3","COM3","2024-08-20 11:45:11.000000","4","4"
"397","PaytonP4","COM3","2024-08-20 11:43:13.000000","1","4"
"398","OamirO","AS2","2024-08-20 11:35:32.000000","2","5"
"399","CyrusC3","COM3","2024-08-20 11:46:02.000000","4","4"
"400","IyanaI","COM2","2024-08-20 11:45:35.000000","5","5"
"401","OamirO","COM2","2024-08-20 11:46:17.000000","3","5"
"402","CyrusC3","COM3","2024-08-20 11:46:48.000000","4","4"
"403","OamirO","MD2","2024-08-20 11:47:17.000000","0","2"
"404","CyrusC3","LG3","2024-08-20 11:48:03.000000","4","5"
"405","PaytonP4","AS3","2024-08-20 11:47:14.000000","3","6"
"406","IyanaI","MD2","2024-08-20 11:51:03.000000","1","2"
"407","CyrusC3","MD3","2024-08-20 11:55:31.000000","4","4"
"408","KnoxK2","COM4","2024-08-20 12:25:54.000000","4","5"
"409","KnoxK2","COM4","2024-08-20 12:27:38.000000","4","5"
"410","FoxF2","AS3","2024-08-20 12:28:18.000000","4","6"
"411","KnoxK2","COM4","2024-08-20 12:33:21.000000","3","5"
"412","CharlotteC14","COM2","2024-08-20 12:31:15.000000","3","5"
